FusionName	JunctionReadCount	SpanningFragCount	SpliceType	LeftGene	LeftBreakpoint	RightGene	RightBreakpoint	JunctionReads	SpanningFrags	LargeAnchorSupport	FFPM	LeftBreakDinuc	LeftBreakEntropy	RightBreakDinuc	RightBreakEntropy	annots	dataset	Run	Phenotype	chromtype	leftgene_symbol	rightgene_symbol	left_gene	right_gene	fusion_type	known_fusion	source	known_fusion_disease
PLGRKT--HSPBP1	10	6	ONLY_REF_SPLICE	PLGRKT^ENSG00000107020.10	chr9:5431897:-	HSPBP1^ENSG00000133265.11	chr19:55266286:-	SRR934774.6515028,SRR934774.10289158,SRR934774.12601077,SRR934774.9011966,SRR934774.9998741,SRR934774.8590288,SRR934774.7276341,SRR934774.600600,SRR934774.1240085,SRR934774.4287861	SRR934774.8513797,SRR934774.5330494,SRR934774.6940337,SRR934774.10198483,SRR934774.4734435,SRR934774.14460073	YES_LDAS	1.1749	GT	1.9899	AG	1.8892	[INTERCHROMOSOMAL[chr9--chr19]]	SRP027383	SRR934774	Tumor	interchrom	PLGRKT	HSPBP1	ENSG00000107020	ENSG00000133265	protein_protein	HSPBP1--PLGRKT|PLGRKT--HSPBP1	Fusioncatcher|Zhao	NA|glioma
ELAVL2--PLGRKT	2	11	ONLY_REF_SPLICE	ELAVL2^ENSG00000107105.15	chr9:23825806:-	PLGRKT^ENSG00000107020.10	chr9:5361888:-	SRR934774.1734675,SRR934774.7874527	SRR934774.13271573,SRR934774.4416662,SRR934774.14882735,SRR934774.7332293,SRR934774.5439011,SRR934774.12851667,SRR934774.5531689,SRR934774.4889421,SRR934774.5939106,SRR934774.12833235,SRR934774.9335715	YES_LDAS	0.9546	GT	1.8323	AG	1.9329	[INTRACHROMOSOMAL[chr9:18.25Mb]]	SRP027383	SRR934774	Tumor	intrachrom	ELAVL2	PLGRKT	ENSG00000107105	ENSG00000107020	protein_protein	ELAVL2--PLGRKT|ELAVL2--PLGRKT	Fusioncatcher|Zhao	NA|glioma
MRPS28--ASPH	7	5	ONLY_REF_SPLICE	MRPS28^ENSG00000147586.10	chr8:80002999:-	ASPH^ENSG00000198363.18	chr8:61653660:-	SRR934774.13967087,SRR934774.3194149,SRR934774.12443646,SRR934774.3367486,SRR934774.6368449,SRR934774.2309411,SRR934774.3411592	SRR934774.4122062,SRR934774.10818851,SRR934774.7741824,SRR934774.9621139,SRR934774.4210683	YES_LDAS	0.8811	GT	1.4295	AG	1.7465	[INTRACHROMOSOMAL[chr8:18.20Mb]]	SRP027383	SRR934774	Tumor	intrachrom	MRPS28	ASPH	ENSG00000147586	ENSG00000198363	protein_protein	ASPH--MRPS28|MRPS28--ASPH	Fusioncatcher|Zhao	NA|glioma
FRMD4A--PFKP	6	3	ONLY_REF_SPLICE	FRMD4A^ENSG00000151474.23	chr10:13737844:-	PFKP^ENSG00000067057.17	chr10:3113119:+	SRR934774.13917509,SRR934774.3967453,SRR934774.3312766,SRR934774.12643973,SRR934774.9179286,SRR934774.12776959	SRR934774.14276619,SRR934774.116019,SRR934774.7779406	YES_LDAS	0.6609	GT	1.6895	AG	1.9219	[INTRACHROMOSOMAL[chr10:10.51Mb]]	SRP027383	SRR934774	Tumor	intrachrom	FRMD4A	PFKP	ENSG00000151474	ENSG00000067057	protein_protein	FRMD4A--PFKP|FRMD4A--PFKP	Fusioncatcher|Zhao	NA|glioma
PAK4--NFKBIB	2	5	ONLY_REF_SPLICE	PAK4^ENSG00000130669.17	chr19:39125919:+	NFKBIB^ENSG00000104825.17	chr19:38905071:+	SRR934774.13464496,SRR934774.3451180	SRR934774.6935673,SRR934774.5081698,SRR934774.8876478,SRR934774.2355787,SRR934774.4505142	YES_LDAS	0.514	GT	1.5628	AG	1.7819	[INTRACHROMOSOMAL[chr19:0.22Mb]]	SRP027383	SRR934774	Tumor	intrachrom	PAK4	NFKBIB	ENSG00000130669	ENSG00000104825	protein_protein	NFKBIB--PAK4|PAK4--NFKBIB	Fusioncatcher|Zhao	NA|glioma
BIN2--CELA1	4	5	ONLY_REF_SPLICE	BIN2^ENSG00000110934.11	chr12:51288108:-	CELA1^ENSG00000139610.1	chr12:51329833:-	SRR934775.17424651,SRR934775.15318503,SRR934775.15204620,SRR934775.13282867	SRR934775.5463266,SRR934775.12627256,SRR934775.11426181,SRR934775.15872237,SRR934775.16318678	YES_LDAS	0.5254	GT	1.9656	AG	1.6729	[CCLE_StarF2019,INTRACHROMOSOMAL[chr12:0.00Mb],LOCAL_REARRANGEMENT:-:[3775]]	SRP027383	SRR934775	Tumor	intrachrom	BIN2	CELA1	ENSG00000110934	ENSG00000139610	protein_protein	BIN2--CELA1|BIN2--CELA1	Fusioncatcher|Zhao	NA|glioma
IP6K2--USP19	10	5	ONLY_REF_SPLICE	IP6K2^ENSG00000068745.15	chr3:48695090:-	USP19^ENSG00000172046.19	chr3:49108528:-	SRR934778.1.16359898,SRR934778.1.26066175,SRR934778.1.4506921,SRR934778.1.19673672,SRR934778.1.30844082,SRR934778.1.8331995,SRR934778.1.776597,SRR934778.1.17403838,SRR934778.1.23410827,SRR934778.1.15691439	SRR934778.1.7179321,SRR934778.1.6961187,SRR934778.1.4452324,SRR934778.1.30322857,SRR934778.1.20377586	YES_LDAS	0.5241	GT	1.8323	AG	1.8323	[INTRACHROMOSOMAL[chr3:0.37Mb]]	SRP027383	SRR934778	Tumor	intrachrom	IP6K2	USP19	ENSG00000068745	ENSG00000172046	protein_protein	IP6K2--USP19|IP6K2--USP19	Fusioncatcher|Zhao	NA|glioma
PPP1R12A--OS9	61	16	ONLY_REF_SPLICE	PPP1R12A^ENSG00000058272.19	chr12:79934695:-	OS9^ENSG00000135506.16	chr12:57715760:+	SRR934780.1.8231591,SRR934780.1.18837856,SRR934780.1.13918968,SRR934780.1.355994,SRR934780.1.17860610,SRR934780.1.7755247,SRR934780.1.8298243,SRR934780.1.2525778,SRR934780.1.7777361,SRR934780.1.16804183,SRR934780.1.10451282,SRR934780.1.4886125,SRR934780.1.4305296,SRR934780.1.11686870,SRR934780.1.4087331,SRR934780.1.11768673,SRR934780.1.12080332,SRR934780.1.4974608,SRR934780.1.12088757,SRR934780.1.18631105,SRR934780.1.2806750,SRR934780.1.12536565,SRR934780.1.16798586,SRR934780.1.10244868,SRR934780.1.15130830,SRR934780.1.9679445,SRR934780.1.15666307,SRR934780.1.13051252,SRR934780.1.4348011,SRR934780.1.2042026,SRR934780.1.1119414,SRR934780.1.17728840,SRR934780.1.2117702,SRR934780.1.3393695,SRR934780.1.16969028,SRR934780.1.9740891,SRR934780.1.17467804,SRR934780.1.7529154,SRR934780.1.10578079,SRR934780.1.2598083,SRR934780.1.19181295,SRR934780.1.1649201,SRR934780.1.11590152,SRR934780.1.12851260,SRR934780.1.9482250,SRR934780.1.17327696,SRR934780.1.4553826,SRR934780.1.18779724,SRR934780.1.15800057,SRR934780.1.1262358,SRR934780.1.17516151,SRR934780.1.8146970,SRR934780.1.14276089,SRR934780.1.11526082,SRR934780.1.6833127,SRR934780.1.15349937,SRR934780.1.16518729,SRR934780.1.5381320,SRR934780.1.5176704,SRR934780.1.18367753,SRR934780.1.15451778	SRR934780.1.8367571,SRR934780.1.3474277,SRR934780.1.6361135,SRR934780.1.15693432,SRR934780.1.4189547,SRR934780.1.7207102,SRR934780.1.4757846,SRR934780.1.13565830,SRR934780.1.15166716,SRR934780.1.10190537,SRR934780.1.7737592,SRR934780.1.2984563,SRR934780.1.4479983,SRR934780.1.19472553,SRR934780.1.8200157,SRR934780.1.17101929	YES_LDAS	4.0756	GT	1.8295	AG	1.9329	[INTRACHROMOSOMAL[chr12:22.05Mb]]	SRP027383	SRR934780	Tumor	intrachrom	PPP1R12A	OS9	ENSG00000058272	ENSG00000135506	protein_protein	OS9--PPP1R12A|PPP1R12A--OS9	Fusioncatcher|Zhao	NA|glioma
CHFR--SMARCD1	26	13	ONLY_REF_SPLICE	CHFR^ENSG00000072609.17	chr12:132887196:-	SMARCD1^ENSG00000066117.14	chr12:50094437:+	SRR934780.1.12215717,SRR934780.1.14268202,SRR934780.1.14797163,SRR934780.1.16302343,SRR934780.1.19116488,SRR934780.1.17187533,SRR934780.1.3668885,SRR934780.1.19296898,SRR934780.1.15457262,SRR934780.1.19958344,SRR934780.1.10481501,SRR934780.1.14365131,SRR934780.1.10964968,SRR934780.1.14982105,SRR934780.1.14295533,SRR934780.1.5065174,SRR934780.1.6080846,SRR934780.1.16174252,SRR934780.1.10059910,SRR934780.1.16516125,SRR934780.1.1926125,SRR934780.1.7124675,SRR934780.1.11867987,SRR934780.1.20034509,SRR934780.1.15167007,SRR934780.1.2173667	SRR934780.1.3699791,SRR934780.1.1818388,SRR934780.1.485023,SRR934780.1.17815908,SRR934780.1.10126988,SRR934780.1.15636915,SRR934780.1.15873694,SRR934780.1.13291954,SRR934780.1.483851,SRR934780.1.15386643,SRR934780.1.5575,SRR934780.1.3381189,SRR934780.1.8063946	YES_LDAS	2.0643	GT	1.6729	AG	1.9899	[INTRACHROMOSOMAL[chr12:82.72Mb]]	SRP027383	SRR934780	Tumor	intrachrom	CHFR	SMARCD1	ENSG00000072609	ENSG00000066117	protein_protein	CHFR--SMARCD1|CHFR--SMARCD1	Fusioncatcher|Zhao	NA|glioma
FAM222A--SIRT4	22	7	ONLY_REF_SPLICE	FAM222A^ENSG00000139438.5	chr12:109714897:+	SIRT4^ENSG00000089163.4	chr12:120303561:+	SRR934780.1.11320063,SRR934780.1.12159407,SRR934780.1.12061224,SRR934780.1.15763917,SRR934780.1.16156234,SRR934780.1.4755738,SRR934780.1.19251499,SRR934780.1.12732744,SRR934780.1.19539175,SRR934780.1.4403433,SRR934780.1.6345788,SRR934780.1.18454877,SRR934780.1.17638187,SRR934780.1.4172301,SRR934780.1.7486804,SRR934780.1.15734241,SRR934780.1.8110417,SRR934780.1.3312670,SRR934780.1.4866552,SRR934780.1.15028507,SRR934780.1.492280,SRR934780.1.6115249	SRR934780.1.10946362,SRR934780.1.17640227,SRR934780.1.2582216,SRR934780.1.7801677,SRR934780.1.4892343,SRR934780.1.18599,SRR934780.1.4871137	YES_LDAS	1.5349	GT	1.7819	AG	1.8062	[INTRACHROMOSOMAL[chr12:10.53Mb]]	SRP027383	SRR934780	Tumor	intrachrom	FAM222A	SIRT4	ENSG00000139438	ENSG00000089163	protein_protein	FAM222A--SIRT4|FAM222A--SIRT4	Fusioncatcher|Zhao	NA|glioma
VEZT--CORO1C	16	9	ONLY_REF_SPLICE	VEZT^ENSG00000028203.18	chr12:95257239:+	CORO1C^ENSG00000110880.10	chr12:108662158:-	SRR934780.1.14456531,SRR934780.1.13356743,SRR934780.1.170595,SRR934780.1.10039481,SRR934780.1.5348825,SRR934780.1.15988605,SRR934780.1.8339991,SRR934780.1.14258372,SRR934780.1.19399437,SRR934780.1.15080939,SRR934780.1.5815015,SRR934780.1.3329354,SRR934780.1.12719722,SRR934780.1.332832,SRR934780.1.15480803,SRR934780.1.18130937	SRR934780.1.4119206,SRR934780.1.6292185,SRR934780.1.10587184,SRR934780.1.4561311,SRR934780.1.17190248,SRR934780.1.412317,SRR934780.1.20119216,SRR934780.1.4730420,SRR934780.1.14439745	YES_LDAS	1.3233	GT	1.8892	AG	1.9899	[INTRACHROMOSOMAL[chr12:13.34Mb]]	SRP027383	SRR934780	Tumor	intrachrom	VEZT	CORO1C	ENSG00000028203	ENSG00000110880	protein_protein	CORO1C--VEZT|VEZT--CORO1C	Fusioncatcher|Zhao	NA|glioma
VEZT--CORO1C	12	9	ONLY_REF_SPLICE	VEZT^ENSG00000028203.18	chr12:95252071:+	CORO1C^ENSG00000110880.10	chr12:108662158:-	SRR934780.1.9886528,SRR934780.1.2878638,SRR934780.1.3776359,SRR934780.1.14875209,SRR934780.1.10749784,SRR934780.1.17117139,SRR934780.1.1704579,SRR934780.1.16133039,SRR934780.1.9636290,SRR934780.1.13124503,SRR934780.1.5553352,SRR934780.1.5314873	SRR934780.1.17190248,SRR934780.1.4561311,SRR934780.1.10587184,SRR934780.1.6292185,SRR934780.1.4119206,SRR934780.1.14439745,SRR934780.1.4730420,SRR934780.1.20119216,SRR934780.1.412317	YES_LDAS	1.1116	GT	1.7968	AG	1.9899	[INTRACHROMOSOMAL[chr12:13.34Mb]]	SRP027383	SRR934780	Tumor	intrachrom	VEZT	CORO1C	ENSG00000028203	ENSG00000110880	protein_protein	CORO1C--VEZT|VEZT--CORO1C	Fusioncatcher|Zhao	NA|glioma
PITPNM2--ACSS3	10	9	ONLY_REF_SPLICE	PITPNM2^ENSG00000090975.12	chr12:123110385:-	ACSS3^ENSG00000111058.8	chr12:81109560:+	SRR934780.1.2506130,SRR934780.1.15359567,SRR934780.1.2237505,SRR934780.1.11195198,SRR934780.1.11400068,SRR934780.1.12508200,SRR934780.1.8479141,SRR934780.1.5049104,SRR934780.1.15636740,SRR934780.1.6444444	SRR934780.1.15645261,SRR934780.1.11630980,SRR934780.1.4172761,SRR934780.1.13571940,SRR934780.1.8011175,SRR934780.1.213879,SRR934780.1.13402247,SRR934780.1.16782931,SRR934780.1.9387359	YES_LDAS	1.0057	GT	1.8892	AG	1.5656	[INTRACHROMOSOMAL[chr12:41.72Mb]]	SRP027383	SRR934780	Tumor	intrachrom	PITPNM2	ACSS3	ENSG00000090975	ENSG00000111058	protein_protein	ACSS3--PITPNM2|PITPNM2--ACSS3	Fusioncatcher|Zhao	NA|glioma
CHFR--SMARCD1	3	13	ONLY_REF_SPLICE	CHFR^ENSG00000072609.17	chr12:132887196:-	SMARCD1^ENSG00000066117.14	chr12:50098714:+	SRR934780.1.12164718,SRR934780.1.3644926,SRR934780.1.18761548	SRR934780.1.3699791,SRR934780.1.10126988,SRR934780.1.1818388,SRR934780.1.485023,SRR934780.1.17815908,SRR934780.1.13291954,SRR934780.1.15873694,SRR934780.1.15636915,SRR934780.1.3381189,SRR934780.1.483851,SRR934780.1.15386643,SRR934780.1.5575,SRR934780.1.8063946	YES_LDAS	0.8469	GT	1.6729	AG	1.9329	[INTRACHROMOSOMAL[chr12:82.72Mb]]	SRP027383	SRR934780	Tumor	intrachrom	CHFR	SMARCD1	ENSG00000072609	ENSG00000066117	protein_protein	CHFR--SMARCD1|CHFR--SMARCD1	Fusioncatcher|Zhao	NA|glioma
VEZT--CORO1C	3	9	ONLY_REF_SPLICE	VEZT^ENSG00000028203.18	chr12:95263081:+	CORO1C^ENSG00000110880.10	chr12:108662158:-	SRR934780.1.11130077,SRR934780.1.1486592,SRR934780.1.14182158	SRR934780.1.6292185,SRR934780.1.4119206,SRR934780.1.4561311,SRR934780.1.17190248,SRR934780.1.10587184,SRR934780.1.412317,SRR934780.1.20119216,SRR934780.1.4730420,SRR934780.1.14439745	YES_LDAS	0.6352	GT	1.8256	AG	1.9899	[INTRACHROMOSOMAL[chr12:13.34Mb]]	SRP027383	SRR934780	Tumor	intrachrom	VEZT	CORO1C	ENSG00000028203	ENSG00000110880	protein_protein	CORO1C--VEZT|VEZT--CORO1C	Fusioncatcher|Zhao	NA|glioma
PITPNM2--ACSS3	1	9	ONLY_REF_SPLICE	PITPNM2^ENSG00000090975.12	chr12:123110385:-	ACSS3^ENSG00000111058.8	chr12:81134816:+	SRR934780.1.7131933	SRR934780.1.4172761,SRR934780.1.13571940,SRR934780.1.8011175,SRR934780.1.11630980,SRR934780.1.15645261,SRR934780.1.16782931,SRR934780.1.13402247,SRR934780.1.9387359,SRR934780.1.213879	NO_LDAS	0.5293	GT	1.8892	AG	1.9329	[INTRACHROMOSOMAL[chr12:41.72Mb]]	SRP027383	SRR934780	Tumor	intrachrom	PITPNM2	ACSS3	ENSG00000090975	ENSG00000111058	protein_protein	ACSS3--PITPNM2|PITPNM2--ACSS3	Fusioncatcher|Zhao	NA|glioma
GRIP1--RNFT2	5	3	ONLY_REF_SPLICE	GRIP1^ENSG00000155974.12	chr12:66529831:-	RNFT2^ENSG00000135119.14	chr12:116779195:+	SRR934780.1.15137745,SRR934780.1.4253407,SRR934780.1.3396479,SRR934780.1.11367082,SRR934780.1.5323622	SRR934780.1.4196791,SRR934780.1.13524667,SRR934780.1.2680392	YES_LDAS	0.4234	GT	1.7465	AG	1.8256	[INTRACHROMOSOMAL[chr12:49.67Mb]]	SRP027383	SRR934780	Tumor	intrachrom	GRIP1	RNFT2	ENSG00000155974	ENSG00000135119	protein_protein	GRIP1--RNFT2|GRIP1--RNFT2	Fusioncatcher|Zhao	NA|glioma
C2CD3--SMAD9	3	1	ONLY_REF_SPLICE	C2CD3^ENSG00000168014.16	chr11:74090813:-	SMAD9^ENSG00000120693.13	chr13:36879875:-	SRR934780.1.8967289,SRR934780.1.12168212,SRR934780.1.15645070	SRR934780.1.19202374	YES_LDAS	0.2117	GT	1.5656	AG	1.9329	[INTERCHROMOSOMAL[chr11--chr13]]	SRP027383	SRR934780	Tumor	interchrom	C2CD3	SMAD9	ENSG00000168014	ENSG00000120693	protein_protein	C2CD3--SMAD9|C2CD3--SMAD9	Fusioncatcher|Zhao	NA|glioma
CPNE5--ANXA6	17	8	ONLY_REF_SPLICE	CPNE5^ENSG00000124772.12	chr6:36746396:-	ANXA6^ENSG00000197043.14	chr5:151137321:-	SRR934784.1.18262372,SRR934784.1.12331748,SRR934784.1.26203216,SRR934784.1.17985757,SRR934784.1.15082986,SRR934784.1.6426525,SRR934784.1.5409841,SRR934784.1.11264508,SRR934784.1.11449729,SRR934784.1.27822605,SRR934784.1.23172308,SRR934784.1.13353261,SRR934784.1.10930172,SRR934784.1.16778018,SRR934784.1.22493388,SRR934784.1.6399328,SRR934784.1.4095916	SRR934784.1.14367427,SRR934784.1.8529532,SRR934784.1.11949539,SRR934784.1.4186206,SRR934784.1.12300840,SRR934784.1.3800588,SRR934784.1.11064835,SRR934784.1.24627944	YES_LDAS	0.8496	GT	1.9219	AG	1.9656	[INTERCHROMOSOMAL[chr6--chr5]]	SRP027383	SRR934784	Tumor	interchrom	CPNE5	ANXA6	ENSG00000124772	ENSG00000197043	protein_protein	ANXA6--CPNE5|CPNE5--ANXA6	Fusioncatcher|Zhao	NA|glioma
UST--SASH1	15	2	ONLY_REF_SPLICE	UST^ENSG00000111962.8	chr6:148887029:+	SASH1^ENSG00000111961.18	chr6:148390134:+	SRR934792.1.8093592,SRR934792.1.5234616,SRR934792.1.16381986,SRR934792.1.9326241,SRR934792.1.17695007,SRR934792.1.9796758,SRR934792.1.11253431,SRR934792.1.17348718,SRR934792.1.16923499,SRR934792.1.19444713,SRR934792.1.14359176,SRR934792.1.14940943,SRR934792.1.15674036,SRR934792.1.16444272,SRR934792.1.1699207	SRR934792.1.2803315,SRR934792.1.10349131	YES_LDAS	0.9997	GT	1.8892	AG	1.9219	[INTRACHROMOSOMAL[chr6:0.19Mb]]	SRP027383	SRR934792	Tumor	intrachrom	UST	SASH1	ENSG00000111962	ENSG00000111961	protein_protein	SASH1--UST	Robinson	prostate cancer
PTPRZ1--MET	3	6	ONLY_REF_SPLICE	PTPRZ1^ENSG00000106278.12	chr7:121873557:+	MET^ENSG00000105976.15	chr7:116699071:+	SRR934794.1.4038881,SRR934794.1.5372516,SRR934794.1.25876348	SRR934794.1.1490785,SRR934794.1.1358892,SRR934794.1.11548525,SRR934794.1.6490462,SRR934794.1.18913785,SRR934794.1.13860659	YES_LDAS	0.3532	GT	1.5656	AG	1.5301	[ChimerSeq,GUO2018CR_TCGA,ChimerPub,TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr7:5.07Mb]]	SRP027383	SRR934794	Tumor	intrachrom	PTPRZ1	MET	ENSG00000106278	ENSG00000105976	protein_protein	PTPRZ1--MET|MET--PTPRZ1|PTPRZ1--MET|PTPRZ1--MET|PTPRZ1--MET|PTPRZ1--MET|PTPRZ1--MET|PTPRZ1--MET	ChimerDB3.0_ChimerSeq|Fusioncatcher|Mitelman|Christiaan_TCGA|Gao_TCGA|Gao_TCGA|Nicolas|Zhao	LGG|NA|Astrocytoma, grade I-II|LGG|GBM|LGG|Brain Lower Grade Glioma:  TCGA|glioma
PTPRZ1--MET	2	6	ONLY_REF_SPLICE	PTPRZ1^ENSG00000106278.12	chr7:121873557:+	MET^ENSG00000105976.15	chr7:116695750:+	SRR934794.1.25264981,SRR934794.1.15075314	SRR934794.1.1490785,SRR934794.1.11548525,SRR934794.1.1358892,SRR934794.1.6490462,SRR934794.1.13860659,SRR934794.1.18913785	YES_LDAS	0.314	GT	1.5656	AG	1.4566	[ChimerSeq,GUO2018CR_TCGA,ChimerPub,TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr7:5.07Mb]]	SRP027383	SRR934794	Tumor	intrachrom	PTPRZ1	MET	ENSG00000106278	ENSG00000105976	protein_protein	PTPRZ1--MET|MET--PTPRZ1|PTPRZ1--MET|PTPRZ1--MET|PTPRZ1--MET|PTPRZ1--MET|PTPRZ1--MET|PTPRZ1--MET	ChimerDB3.0_ChimerSeq|Fusioncatcher|Mitelman|Christiaan_TCGA|Gao_TCGA|Gao_TCGA|Nicolas|Zhao	LGG|NA|Astrocytoma, grade I-II|LGG|GBM|LGG|Brain Lower Grade Glioma:  TCGA|glioma
PTPRZ1--MET	1	6	ONLY_REF_SPLICE	PTPRZ1^ENSG00000106278.12	chr7:121873557:+	MET^ENSG00000105976.15	chr7:116731668:+	SRR934794.1.23713424	SRR934794.1.6490462,SRR934794.1.11548525,SRR934794.1.1490785,SRR934794.1.1358892,SRR934794.1.18913785,SRR934794.1.13860659	YES_LDAS	0.2747	GT	1.5656	AG	1.8892	[ChimerSeq,GUO2018CR_TCGA,ChimerPub,TCGA_StarF2019,TumorFusionsNAR2018,INTRACHROMOSOMAL[chr7:5.07Mb]]	SRP027383	SRR934794	Tumor	intrachrom	PTPRZ1	MET	ENSG00000106278	ENSG00000105976	protein_protein	PTPRZ1--MET|MET--PTPRZ1|PTPRZ1--MET|PTPRZ1--MET|PTPRZ1--MET|PTPRZ1--MET|PTPRZ1--MET|PTPRZ1--MET	ChimerDB3.0_ChimerSeq|Fusioncatcher|Mitelman|Christiaan_TCGA|Gao_TCGA|Gao_TCGA|Nicolas|Zhao	LGG|NA|Astrocytoma, grade I-II|LGG|GBM|LGG|Brain Lower Grade Glioma:  TCGA|glioma
NAB2--TAC3	71	43	ONLY_REF_SPLICE	NAB2^ENSG00000166886.13	chr12:57093598:+	TAC3^ENSG00000166863.12	chr12:57010288:-	SRR934800.21987128,SRR934800.7214737,SRR934800.2766044,SRR934800.26232797,SRR934800.15599338,SRR934800.15287337,SRR934800.12003601,SRR934800.3802585,SRR934800.12993688,SRR934800.464180,SRR934800.23880439,SRR934800.11914183,SRR934800.20424138,SRR934800.13842251,SRR934800.5875071,SRR934800.18347288,SRR934800.25917478,SRR934800.22987473,SRR934800.1153081,SRR934800.10615794,SRR934800.6452954,SRR934800.6598251,SRR934800.10615792,SRR934800.13139792,SRR934800.22840917,SRR934800.21298710,SRR934800.20398909,SRR934800.24512710,SRR934800.9496764,SRR934800.7862193,SRR934800.20513558,SRR934800.18720066,SRR934800.85124,SRR934800.21914062,SRR934800.12262896,SRR934800.14404657,SRR934800.13083721,SRR934800.8511092,SRR934800.16689434,SRR934800.25052447,SRR934800.1842556,SRR934800.9017679,SRR934800.20993293,SRR934800.4505313,SRR934800.15456466,SRR934800.23043897,SRR934800.24756429,SRR934800.8975756,SRR934800.6017255,SRR934800.13720474,SRR934800.18539644,SRR934800.6452183,SRR934800.22321957,SRR934800.6318804,SRR934800.4548439,SRR934800.7604006,SRR934800.9965244,SRR934800.3960911,SRR934800.17448821,SRR934800.18816846,SRR934800.15780081,SRR934800.18832301,SRR934800.6488893,SRR934800.18842413,SRR934800.5298776,SRR934800.13604551,SRR934800.24375788,SRR934800.1797170,SRR934800.22508154,SRR934800.19194906,SRR934800.3763814	SRR934800.12610820,SRR934800.8997636,SRR934800.21356485,SRR934800.1705556,SRR934800.19188588,SRR934800.17744529,SRR934800.5285860,SRR934800.8392674,SRR934800.17332426,SRR934800.1518520,SRR934800.14013237,SRR934800.21127964,SRR934800.22271272,SRR934800.10129075,SRR934800.22032732,SRR934800.2298460,SRR934800.7164217,SRR934800.16978051,SRR934800.19657036,SRR934800.11867212,SRR934800.24390726,SRR934800.9194535,SRR934800.4048745,SRR934800.8715330,SRR934800.12639644,SRR934800.10398551,SRR934800.19967875,SRR934800.4483053,SRR934800.6729756,SRR934800.7134416,SRR934800.20056719,SRR934800.14696560,SRR934800.2410558,SRR934800.14373046,SRR934800.6801363,SRR934800.11889462,SRR934800.12824538,SRR934800.6316667,SRR934800.20583986,SRR934800.1332491,SRR934800.9575694,SRR934800.12794020,SRR934800.11048066	YES_LDAS	5.0465	GT	1.8295	AG	1.8892	[INTRACHROMOSOMAL[chr12:0.06Mb],LOCAL_INVERSION:+:-:[60160]]	SRP027383	SRR934800	Tumor	intrachrom	NAB2	TAC3	ENSG00000166886	ENSG00000166863	protein_protein	NAB2--TAC3|NAB2--TAC3	Fusioncatcher|Zhao	NA|glioma
BAZ2A--METTL1	14	19	ONLY_REF_SPLICE	BAZ2A^ENSG00000076108.11	chr12:56630125:-	METTL1^ENSG00000037897.17	chr12:57769956:-	SRR934800.22329031,SRR934800.16952999,SRR934800.11755252,SRR934800.9537162,SRR934800.4982492,SRR934800.16017344,SRR934800.16641404,SRR934800.4772830,SRR934800.24908488,SRR934800.5959854,SRR934800.16881083,SRR934800.7825555,SRR934800.7773970,SRR934800.4623809	SRR934800.10044694,SRR934800.18011530,SRR934800.6766091,SRR934800.18047779,SRR934800.16371116,SRR934800.8401302,SRR934800.14835772,SRR934800.4636527,SRR934800.18179686,SRR934800.23444515,SRR934800.1022586,SRR934800.6386520,SRR934800.12197198,SRR934800.14700377,SRR934800.9483565,SRR934800.17965317,SRR934800.16276124,SRR934800.17153554,SRR934800.23650501	YES_LDAS	1.4608	GT	1.7968	AG	1.9656	[INTRACHROMOSOMAL[chr12:1.13Mb]]	SRP027383	SRR934800	Tumor	intrachrom	BAZ2A	METTL1	ENSG00000076108	ENSG00000037897	protein_protein	BAZ2A--METTL1|BAZ2A--METTL1	Fusioncatcher|Zhao	NA|glioma
BAZ2A--METTL1	8	19	ONLY_REF_SPLICE	BAZ2A^ENSG00000076108.11	chr12:56630776:-	METTL1^ENSG00000037897.17	chr12:57771257:-	SRR934800.23629722,SRR934800.9133179,SRR934800.7124021,SRR934800.5689315,SRR934800.4397619,SRR934800.20044152,SRR934800.11210978,SRR934800.14989570	SRR934800.17153554,SRR934800.23650501,SRR934800.17965317,SRR934800.16276124,SRR934800.9483565,SRR934800.1022586,SRR934800.23444515,SRR934800.12197198,SRR934800.14700377,SRR934800.6386520,SRR934800.18179686,SRR934800.16371116,SRR934800.8401302,SRR934800.14835772,SRR934800.4636527,SRR934800.18011530,SRR934800.18047779,SRR934800.6766091,SRR934800.10044694	YES_LDAS	1.1952	GT	1.7056	AG	1.9329	[INTRACHROMOSOMAL[chr12:1.13Mb]]	SRP027383	SRR934800	Tumor	intrachrom	BAZ2A	METTL1	ENSG00000076108	ENSG00000037897	protein_protein	BAZ2A--METTL1|BAZ2A--METTL1	Fusioncatcher|Zhao	NA|glioma
